Time,LogDose,CFU,LogCFU,Rate,LogRate
9,5.36486355,59.70149254,1.775985189,0.000863309,-3.063833554
9,5.36486355,23.88059701,1.37804518,0.000345324,-3.461773563
9,5.36486355,74.62686567,1.872895202,0.001079137,-2.966923541
10.5,5.36486355,194.0298507,2.28786855,0.002805755,-2.551950193
10.5,5.36486355,125.3731343,2.098204483,0.00181295,-2.741614259
10.5,5.36486355,44.7761194,1.651046452,0.000647482,-3.188772291
12,5.36486355,232.8358209,2.367049796,0.003366906,-2.472768947
12,5.36486355,262.6865672,2.419437865,0.003798561,-2.420380878
12,5.36486355,283.5820896,2.452678798,0.004100719,-2.387139945
0.002777778,4.444565221,0,,0,
0.002777778,4.444565221,0,,0,
0.002777778,4.444565221,0,,0,
1.5,4.444565221,2.985074627,0.474955193,0.000359281,-3.444565221
1.5,4.444565221,0,,0,
1.5,4.444565221,0,,0,
3,4.444565221,0,,0,
3,4.444565221,2.985074627,0.474955193,0.000359281,-3.444565221
3,4.444565221,5.970149254,0.775985189,0.000718563,-3.143535225
4.5,4.444565221,11.94029851,1.077015184,0.001437126,-2.842505229
4.5,4.444565221,2.985074627,0.474955193,0.000359281,-3.444565221
4.5,4.444565221,11.94029851,1.077015184,0.001437126,-2.842505229
6,4.444565221,14.92537313,1.173925197,0.001796407,-2.745595216
6,4.444565221,11.94029851,1.077015184,0.001437126,-2.842505229
6,4.444565221,14.92537313,1.173925197,0.001796407,-2.745595216
7.5,4.444565221,23.88059701,1.37804518,0.002874251,-2.541475234
7.5,4.444565221,23.88059701,1.37804518,0.002874251,-2.541475234
7.5,4.444565221,26.86567164,1.429197702,0.003233533,-2.490322711
9,4.444565221,50.74626866,1.705404114,0.006107784,-2.214116299
9,4.444565221,41.79104478,1.621083229,0.00502994,-2.298437185
9,4.444565221,38.80597015,1.588898545,0.004670659,-2.330621868
10.5,4.444565221,101.4925373,2.00643411,0.012215569,-1.913086304
10.5,4.444565221,56.71641791,1.753708794,0.006826347,-2.16581162
10.5,4.444565221,98.50746269,1.993469133,0.011856287,-1.926051281
12,4.444565221,435.8208955,2.639308049,0.05245509,-1.280212365
12,4.444565221,376.119403,2.575325738,0.045269461,-1.344194676
12,4.444565221,244.7761194,2.388769045,0.029461078,-1.530751368
0.002777778,3.602059991,0,,0,
0.002777778,3.602059991,0,,0,
0.002777778,3.602059991,0,,0,
1.5,3.602059991,0,,0,
1.5,3.602059991,0,,0,
1.5,3.602059991,0,,0,
3,3.602059991,0,,0,
3,3.602059991,0,,0,
3,3.602059991,2.985074627,0.474955193,0.0025,-2.602059991
4.5,3.602059991,0,,0,
4.5,3.602059991,5.970149254,0.775985189,0.005,-2.301029996
4.5,3.602059991,0,,0,
6,3.602059991,5.970149254,0.775985189,0.005,-2.301029996
6,3.602059991,2.985074627,0.474955193,0.0025,-2.602059991
6,3.602059991,0,,0,
7.5,3.602059991,5.970149254,0.775985189,0.005,-2.301029996
7.5,3.602059991,8.955223881,0.952076448,0.0075,-2.124938737
7.5,3.602059991,0,,0,
9,3.602059991,2.985074627,0.474955193,0.0025,-2.602059991
9,3.602059991,5.970149254,0.775985189,0.005,-2.301029996
9,3.602059991,5.970149254,0.775985189,0.005,-2.301029996
10.5,3.602059991,11.94029851,1.077015184,0.01,-2
10.5,3.602059991,14.92537313,1.173925197,0.0125,-1.903089987
10.5,3.602059991,5.970149254,0.775985189,0.005,-2.301029996
12,3.602059991,11.94029851,1.077015184,0.01,-2
12,3.602059991,5.970149254,0.775985189,0.005,-2.301029996
12,3.602059991,32.8358209,1.516347878,0.0275,-1.560667306
